"","Site","Environment2","Date","Structure","n_s","n_m","n_l","p_xxx","p_s","p_m","p_l","p_sm","p_sl","p_ml","p_sml","p_ae_s","p_ae_m","p_ae_l","p_ae_sm","p_ae_sl","p_ae_ml","p_ae_sml","cover"
"704","Kisumu","Non-Household",2021-03-02,"KG25700NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"705","Kisumu","Non-Household",2021-03-03,"KH29718NL",0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"706","Kisumu","Non-Household",2021-03-03,"KH29718NL",0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"707","Kisumu","Non-Household",2021-03-03,"KH29718NL",0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"708","Kisumu","Non-Household",2021-03-03,"KH29718NL",0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"709","Kisumu","Non-Household",2021-03-03,"KH29718NL",0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"710","Kisumu","Non-Household",2021-03-03,"KH30724NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"711","Kisumu","Non-Household",2021-03-03,"KH30724NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"712","Kisumu","Non-Household",2021-03-09,"KA02608NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713","Kisumu","Non-Household",2021-03-09,"KA04613NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"714","Kisumu","Non-Household",2021-03-10,"KB05618NL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"715","Kisumu","Non-Household",2021-03-10,"KB05618NL",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"716","Kisumu","Non-Household",2021-03-10,"KB05618NL",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"717","Kisumu","Non-Household",2021-03-10,"KB05618NL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"718","Kisumu","Non-Household",2021-03-10,"KB07624NL",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"719","Kisumu","Non-Household",2021-03-10,"KB07624NL",8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"720","Kisumu","Non-Household",2021-03-10,"KB07624NL",8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"721","Kisumu","Non-Household",2021-03-10,"KB07624NL",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"722","Kisumu","Non-Household",2021-03-10,"KB07624NL",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723","Kisumu","Non-Household",2021-03-10,"KB07624NL",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724","Kisumu","Non-Household",2021-03-10,"KB07624NL",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"725","Kisumu","Non-Household",2021-03-10,"KB07624NL",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"726","Kisumu","Non-Household",2021-03-16,"KC13645NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"727","Kisumu","Non-Household",2021-03-17,"KD11640NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728","Kisumu","Non-Household",2021-03-23,"KE17661NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729","Kisumu","Non-Household",2021-03-23,"KE18667NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"730","Kisumu","Non-Household",2021-03-23,"KE18667NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"731","Kisumu","Non-Household",2021-04-07,"KG25700NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"732","Kisumu","Non-Household",2021-04-07,"KG27711NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"733","Kisumu","Non-Household",2021-04-07,"KG28715NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"734","Kisumu","Non-Household",2021-04-08,"KH29718NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"735","Kisumu","Non-Household",2021-04-08,"KH29718NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"736","Kisumu","Non-Household",2021-04-08,"KH29718NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"737","Kisumu","Non-Household",2021-04-08,"KH29718NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"738","Kisumu","Non-Household",2021-04-08,"KH29718NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739","Kisumu","Non-Household",2021-04-08,"KH29718NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740","Kisumu","Non-Household",2021-04-08,"KH30724NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"741","Kisumu","Non-Household",2021-04-08,"KH30724NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"742","Kisumu","Non-Household",2021-04-08,"KH31729NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"743","Kisumu","Non-Household",2021-04-08,"KH32738NL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"744","Kisumu","Non-Household",2021-04-13,"KA02608NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"745","Kisumu","Non-Household",2021-04-13,"KA02608NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746","Kisumu","Non-Household",2021-04-14,"KB05618NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"747","Kisumu","Non-Household",2021-04-14,"KB05618NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"748","Kisumu","Non-Household",2021-04-14,"KB05618NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"749","Kisumu","Non-Household",2021-04-14,"KB06620NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750","Kisumu","Non-Household",2021-04-14,"KB07624NL",7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"751","Kisumu","Non-Household",2021-04-14,"KB07624NL",7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"752","Kisumu","Non-Household",2021-04-14,"KB07624NL",7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"753","Kisumu","Non-Household",2021-04-14,"KB07624NL",7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"754","Kisumu","Non-Household",2021-04-14,"KB07624NL",7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"755","Kisumu","Non-Household",2021-04-14,"KB07624NL",7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"756","Kisumu","Non-Household",2021-04-14,"KB07624NL",7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"757","Kisumu","Non-Household",2021-04-14,"KB08629NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"758","Kisumu","Non-Household",2021-04-20,"KC13645NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759","Kisumu","Non-Household",2021-04-20,"KC13645NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760","Kisumu","Non-Household",2021-04-20,"KC14650NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761","Kisumu","Non-Household",2021-04-20,"KC16210NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762","Kisumu","Non-Household",2021-04-21,"KD10637NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","Kisumu","Non-Household",2021-04-21,"KD11640NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"764","Kisumu","Non-Household",2021-04-27,"KE17661NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"765","Kisumu","Non-Household",2021-04-27,"KE19669NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"766","Kisumu","Non-Household",2021-04-28,"KF21680NL",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"767","Kisumu","Non-Household",2021-04-28,"KF21680NL",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"768","Kisumu","Non-Household",2021-05-04,"KG25700NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769","Kisumu","Non-Household",2021-05-04,"KG26707NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"770","Kisumu","Non-Household",2021-05-04,"KG27711NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"771","Kisumu","Non-Household",2021-05-05,"KH29718NL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"772","Kisumu","Non-Household",2021-05-05,"KH29718NL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"773","Kisumu","Non-Household",2021-05-05,"KH29718NL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"774","Kisumu","Non-Household",2021-05-05,"KH29718NL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"775","Kisumu","Non-Household",2021-05-05,"KH30723NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776","Kisumu","Non-Household",2021-05-05,"KH30723NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"777","Kisumu","Non-Household",2021-05-05,"KH30723NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"778","Kisumu","Non-Household",2021-05-05,"KH32738NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"779","Kisumu","Non-Household",2021-05-11,"KA02608NL",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"780","Kisumu","Non-Household",2021-05-11,"KA02608NL",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"781","Kisumu","Non-Household",2021-05-11,"KA02608NL",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"782","Kisumu","Non-Household",2021-05-12,"KB05618NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"783","Kisumu","Non-Household",2021-05-12,"KB05618NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"784","Kisumu","Non-Household",2021-05-12,"KB05618NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"785","Kisumu","Non-Household",2021-05-12,"KB05618NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786","Kisumu","Non-Household",2021-05-12,"KB05618NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787","Kisumu","Non-Household",2021-05-12,"KB07624NL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"788","Kisumu","Non-Household",2021-05-12,"KB07624NL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"789","Kisumu","Non-Household",2021-05-12,"KB07624NL",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"790","Kisumu","Non-Household",2021-05-12,"KB07624NL",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"791","Kisumu","Non-Household",2021-05-18,"KC13645NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"792","Kisumu","Non-Household",2021-05-18,"KC14650NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793","Kisumu","Non-Household",2021-05-19,"KD10637NL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"794","Kisumu","Non-Household",2021-05-19,"KD10637NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"795","Kisumu","Non-Household",2021-05-25,"KE17661NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"796","Kisumu","Non-Household",2021-05-25,"KE18667NL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"797","Kisumu","Non-Household",2021-05-25,"KE19669NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"798","Kisumu","Non-Household",2021-05-26,"Drain",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"799","Kisumu","Non-Household",2021-05-26,"Drain",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"800","Kisumu","Non-Household",2021-06-03,"KH29718NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"801","Kisumu","Non-Household",2021-06-03,"KH29718NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"802","Kisumu","Non-Household",2021-06-03,"KH29718NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"803","Kisumu","Non-Household",2021-06-03,"KH30724NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"804","Kisumu","Non-Household",2021-06-03,"KH30724NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"805","Kisumu","Non-Household",2021-06-09,"KB05618NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"806","Kisumu","Non-Household",2021-06-09,"KB05618NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"807","Kisumu","Non-Household",2021-06-09,"KB05618NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"808","Kisumu","Non-Household",2021-06-09,"KB05618NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"809","Kisumu","Non-Household",2021-06-09,"KB05618NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"810","Kisumu","Non-Household",2021-06-09,"KB05618NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"811","Kisumu","Non-Household",2021-06-09,"KB07624NL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"812","Kisumu","Non-Household",2021-06-09,"KB07624NL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"813","Kisumu","Non-Household",2021-06-16,"KD11640NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"814","Kisumu","Non-Household",2021-06-30,"KF21680NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815","Kisumu","Non-Household",2021-07-06,"KG27711NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"816","Kisumu","Non-Household",2021-07-06,"KG28400NL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"817","Kisumu","Non-Household",2021-07-07,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"818","Kisumu","Non-Household",2021-07-07,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"819","Kisumu","Non-Household",2021-07-07,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"820","Kisumu","Non-Household",2021-07-07,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"821","Kisumu","Non-Household",2021-07-07,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"822","Kisumu","Non-Household",2021-07-07,"KH30724NL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"823","Kisumu","Non-Household",2021-07-14,"KB05618NL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"824","Kisumu","Non-Household",2021-07-14,"KB05618NL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"825","Kisumu","Non-Household",2021-07-14,"KB05618NL",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"826","Kisumu","Non-Household",2021-07-14,"KB05618NL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"827","Kisumu","Non-Household",2021-07-14,"KB07624NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"828","Kisumu","Non-Household",2021-07-14,"KB07624NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"829","Kisumu","Non-Household",2021-07-14,"KB07624NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"830","Kisumu","Non-Household",2021-07-14,"KB07624NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"831","Kisumu","Non-Household",2021-07-14,"KB07624NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"832","Kisumu","Non-Household",2021-07-14,"KB07624NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"833","Kisumu","Non-Household",2021-07-21,"KD11640NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"834","Kisumu","Non-Household",2021-07-27,"KE18667NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"835","Kisumu","Non-Household",2021-08-04,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"836","Kisumu","Non-Household",2021-08-04,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"837","Kisumu","Non-Household",2021-08-04,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"838","Kisumu","Non-Household",2021-08-04,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"839","Kisumu","Non-Household",2021-08-04,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"840","Kisumu","Non-Household",2021-08-11,"KB05618NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"841","Kisumu","Non-Household",2021-08-11,"KB05618NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"842","Kisumu","Non-Household",2021-08-11,"KB05618NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"843","Kisumu","Non-Household",2021-08-11,"KB07624NL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"844","Kisumu","Non-Household",2021-08-11,"KB07624NL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"845","Kisumu","Non-Household",2021-08-18,"KD11640NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"846","Kisumu","Non-Household",2021-08-24,"KE18667NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"847","Kisumu","Non-Household",2021-08-24,"KE18667NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"848","Kisumu","Non-Household",2021-09-08,"KH29718NL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"849","Kisumu","Non-Household",2021-09-08,"KH29718NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"850","Kisumu","Non-Household",2021-09-08,"KH30724NL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"851","Kisumu","Non-Household",2021-09-15,"KB05618NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"852","Kisumu","Non-Household",2021-09-15,"KB05618NL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"853","Kisumu","Non-Household",2021-09-15,"KB05618NL",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"854","Kisumu","Non-Household",2021-09-15,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"855","Kisumu","Non-Household",2021-09-15,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856","Kisumu","Non-Household",2021-09-15,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"857","Kisumu","Non-Household",2021-09-15,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"858","Kisumu","Non-Household",2021-09-15,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"859","Kisumu","Non-Household",2021-09-15,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"860","Kisumu","Non-Household",2021-09-15,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"861","Kisumu","Non-Household",2021-09-15,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"862","Kisumu","Non-Household",2021-09-15,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"863","Kisumu","Non-Household",2021-09-15,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"864","Kisumu","Non-Household",2021-09-22,"KD10637NL",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"865","Kisumu","Non-Household",2021-09-22,"KD12641NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"866","Kisumu","Non-Household",2021-09-28,"KE18667NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"867","Kisumu","Non-Household",2021-09-29,"KF21680NL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"868","Kisumu","Non-Household",2021-10-06,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"869","Kisumu","Non-Household",2021-10-06,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"870","Kisumu","Non-Household",2021-10-06,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"871","Kisumu","Non-Household",2021-10-06,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"872","Kisumu","Non-Household",2021-10-06,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873","Kisumu","Non-Household",2021-10-13,"KB05618NL",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"874","Kisumu","Non-Household",2021-10-13,"KB05618NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"875","Kisumu","Non-Household",2021-10-26,"KE18667NL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"876","Kisumu","Non-Household",2021-10-26,"KE19669NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"877","Kisumu","Non-Household",2021-10-27,"KF21680NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"878","Kisumu","Non-Household",2021-10-27,"KF21680NL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"879","Kisumu","Non-Household",2021-10-27,"KF23691NL",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"880","Kisumu","Non-Household",2021-11-03,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"881","Kisumu","Non-Household",2021-11-03,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"882","Kisumu","Non-Household",2021-11-03,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"883","Kisumu","Non-Household",2021-11-03,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"884","Kisumu","Non-Household",2021-11-03,"KH29718NL",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"885","Kisumu","Non-Household",2021-11-03,"KH30729NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"886","Kisumu","Non-Household",2021-11-03,"KH30729NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"887","Kisumu","Non-Household",2021-11-10,"KB05618NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"888","Kisumu","Non-Household",2021-11-10,"KB05618NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"889","Kisumu","Non-Household",2021-11-10,"KB05618NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"890","Kisumu","Non-Household",2021-11-10,"KB05618NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"891","Kisumu","Non-Household",2021-11-10,"KB05618NL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"892","Kisumu","Non-Household",2021-11-10,"KB05618NL",6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"893","Kisumu","Non-Household",2021-11-10,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"894","Kisumu","Non-Household",2021-11-10,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"895","Kisumu","Non-Household",2021-11-10,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"896","Kisumu","Non-Household",2021-11-10,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"897","Kisumu","Non-Household",2021-11-10,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"898","Kisumu","Non-Household",2021-11-10,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"899","Kisumu","Non-Household",2021-11-10,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900","Kisumu","Non-Household",2021-11-10,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"901","Kisumu","Non-Household",2021-11-10,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"902","Kisumu","Non-Household",2021-11-10,"KB07624NL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"903","Kisumu","Non-Household",2021-11-23,"KE18667NL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"904","Kisumu","Non-Household",2021-11-30,"KG27711NL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"905","Kisumu","Non-Household",2021-11-30,"KG28400NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"906","Kisumu","Non-Household",2021-11-30,"KG28400NL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"907","Kisumu","Non-Household",2021-12-02,"KH29718NL",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
